,1st Pub,Author,Awards,Genres,Link,N pag,Rating Count,Rating Value,Review Count,Title,series
727,1774,Johann Wolfgang von Goethe,['Ελληνο-γερμανικό Βραβείο Μετάφρασης for Στέλλα Νικολούδη (1998)'],"['Classics', 'Fiction', 'European Literature']",https://www.goodreads.com/book/show/9673436-the-invention-of-hugo-cabret,149,92658,3.68,4735,The Sorrows of Young Werther,0
728,,D.S.   Smith,[],"['Fiction', 'Contemporary', 'Novels']",https://www.goodreads.com/book/show/16640.The_Sorrows_of_Young_Werther,287,12293,4.27,152,Unparalleled,0
729,,Ammar Habib,[],"['Young Adult', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/40881903-unparalleled,252,6807,4.35,1048,The Heart of Aleppo: A Story of the Syrian Civil War,0
730,2017,Misty Mount,[],"['Contemporary', 'Novels', 'Fiction']",https://www.goodreads.com/book/show/40199729-the-heart-of-aleppo,300,7460,4.28,94,The Shadow Girl,0
731,,Scott Westerfeld,"['Georgia Peach Book Award Nominee for Honor book (2008)', 'Golden Duck Award for Young Adult (Hal Clement Award) (2006)', 'Ditmar Award Nominee for Best Novel (2006)', 'South Carolina Book Award Nominee for Young Adult Book Award (2008)', 'Rhode Island Teen Book Award Nominee (2007)', 'Eliot Rosewater Indiana High School Book Award (2007)', 'Lincoln Award (2007)', 'Prix Et-lisez-moi (2009)', 'Missouri Gateway Readers Award Nominee (2008)']","['Young Adult', 'Science Fiction', 'Dystopia']",https://www.goodreads.com/book/show/44274121-the-shadow-girl,425,581893,3.85,23952,Uglies,1
732,1976,Jane Austen,[],"['Classics', 'Fiction', 'Romance']",https://www.goodreads.com/book/show/24770.Uglies,832,4737,4.50,97,"Jane Austen: Pride and Prejudice, Mansfield Park, Persuasion",0
733,1976,Forrest Carter,['American Booksellers Book Of The Year  Award (1991)'],"['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/14904.Jane_Austen,228,14964,4.12,1667,The Education of Little Tree,0
734,1962,Philip K. Dick,"['Hugo Award for Best Novel (1963)', 'Tähtivaeltaja Award (1993)']","['Science Fiction', 'Fiction', 'Science Fiction']",https://www.goodreads.com/book/show/116236.The_Education_of_Little_Tree,259,184138,3.62,12102,The Man in the High Castle,0
735,,Cassandra Clare,"[""Children's Choice Book Award Nominee for Teen Choice Book of the Year (2010)"", 'Goodreads Choice Award Nominee for Favorite Book & Young Adult Series (2009)', 'LovelyBooks Leserpreis for Fantasy (2009)']","['Fantasy', 'Young Adult', 'Fantasy']",https://www.goodreads.com/book/show/3777732-city-of-glass,541,834496,4.30,29069,City of Glass,1
736,-431,Euripides,[],"['Classics', 'Plays', 'Drama']",https://www.goodreads.com/book/show/216363.The_Man_in_the_High_Castle,59,57557,3.89,1818,Medea,0
737,1924,E.M. Forster,"['James Tait Black Memorial Prize for Fiction (1924)', 'Femina - Vie Heureuse Prize (1925)']","['Classics', 'Fiction', 'Cultural']",https://www.goodreads.com/book/show/45195.A_Passage_to_India,376,72754,3.68,3311,A Passage to India,0
738,1868,Louisa May Alcott,[],"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/752900.Medea,1064,6336,4.35,304,"Little Women, Little Men, Jo's Boys",1
739,1992,Terry Pratchett,[],"['Fantasy', 'Fiction', 'Humor']",https://www.goodreads.com/book/show/1946.Little_Women_Little_Men_Jo_s_Boys,400,102389,4.30,3070,Small Gods,1
740,1485,Thomas Malory,[],"['Classics', 'Fantasy', 'Fiction']",https://www.goodreads.com/book/show/34484.Small_Gods,512,35190,3.92,972,Le Morte d'Arthur: King Arthur and the Legends of the Round Table,0
741,1944,Jorge Luis Borges,['Premio Formentor de las Letras for International (1961)'],"['Fiction', 'Short Stories', 'Classics']",https://www.goodreads.com/book/show/672875.Le_Morte_d_Arthur,174,52127,4.44,2756,Ficciones,0
742,1930,William Faulkner,[],"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/426504.Ficciones,288,141156,3.72,7845,As I Lay Dying,0
743,2002,Markus Zusak,"[""New South Wales Premier's Literary Award for Ethel Turner Prize for Young People's Literature (2003)"", ""Children's Book Council of Australia Award for Book of the Year: Older Readers (2003)"", 'Michael L. Printz Award Nominee (2006)', 'Deutscher Jugendliteraturpreis for Preis der Jugendjury (2007)', 'Lincoln Award Nominee (2009)', 'Goldener Lufti (2006)', 'Literaturpreis der Jury der jungen Leser for Jugendbuch (2007)', 'Margaret A. Edwards Award (2014)']","['Young Adult', 'Fiction', 'Mystery']",https://www.goodreads.com/book/show/77013.As_I_Lay_Dying,357,145761,4.03,14404,I Am the Messenger,0
744,1950,Nevil Shute,[],"['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/19057.I_Am_the_Messenger,359,50581,4.15,3660,A Town Like Alice,0
745,2003,Jon Krakauer,['Colorado Book Award for General Nonfiction (2004)'],"['Nonfiction', 'Religion', 'History']",https://www.goodreads.com/book/show/10847.Under_the_Banner_of_Heaven,400,165043,3.99,10738,Under the Banner of Heaven: A Story of Violent Faith,0
746,2003,James Frey,[],"['Fiction', 'Contemporary', 'Psychology']",https://www.goodreads.com/book/show/107301.A_Town_Like_Alice,515,231603,3.65,11821,A Million Little Pieces,0
747,,Andrew     Mann,[],"['Spirituality', 'Autobiography', 'Memoir']",https://www.goodreads.com/book/show/46124179-such-unfortunates,196,196,3.84,34,Such Unfortunates,0
748,1979,Italo Calvino,"['Ars Translationis (2010)', 'Ein Buch für die Stadt (2004)']","['Fiction', 'Classics', 'European Literature']",https://www.goodreads.com/book/show/1241.A_Million_Little_Pieces,260,78339,4.04,6427,If on a Winter's Night a Traveler,0
749,2003,Margaret Atwood,"['Booker Prize Nominee (2003)', 'Orange Prize Nominee for Fiction Shortlist (2004)', 'Sunburst Award Nominee for Canadian Novel (2004)', 'Scotiabank Giller Prize Nominee (2003)', ""Grand Prix de l'Imaginaire Nominee for Roman étranger (2006)""]","['Fiction', 'Science Fiction', 'Science Fiction']",https://www.goodreads.com/book/show/46756.Oryx_and_Crake,389,231377,4.01,13959,Oryx and Crake,1
750,1946,Nikos Kazantzakis,['Prix du Meilleur Livre Étranger for Roman (1954)'],"['Fiction', 'Classics', 'Philosophy']",https://www.goodreads.com/book/show/374233.If_on_a_Winter_s_Night_a_Traveler,335,39807,4.07,4230,Zorba the Greek,0
751,1985,Cormac McCarthy,[],"['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/53639.Zorba_the_Greek,351,113859,4.16,10234,"Blood Meridian, or the Evening Redness in the West",0
752,1983,Terry Pratchett,['Margaret A. Edwards Award (2011)'],"['Fantasy', 'Fiction', 'Humor']",https://www.goodreads.com/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West,228,331399,3.98,10158,The Color of Magic,1
753,,Lemony Snicket,"[""Book Sense Book of the Year Award Nominee for Children's Literature (2001)"", 'Nene Award (2003)', 'Silberner Lufti (2000)']","['Fiction', 'Young Adult', 'Childrens']",https://www.goodreads.com/book/show/78411.The_Bad_Beginning,176,424131,3.95,17396,The Bad Beginning,1
754,2012,Khaled Hosseini,"['Australian Book Industry Award (ABIA) Nominee for International Book (2014)', 'Andrew Carnegie Medal Nominee for Fiction (2014)', 'Goodreads Choice Award for Fiction (2013)', 'DSC Prize Nominee for South Asian Literature  for Longlist (2015)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/34497.The_Color_of_Magic,404,316170,4.05,28810,And the Mountains Echoed,0
755,1995,Tim LaHaye,[],"['Fiction', 'Christian', 'Christian Fiction']",https://www.goodreads.com/book/show/16115612-and-the-mountains-echoed,342,209773,3.84,3892,Left Behind,1
756,,Kirsten Fullmer,[],"['Fiction', 'Contemporary', 'Novels']",https://www.goodreads.com/book/show/27523.Left_Behind,362,7252,4.27,40,Love on the Line,1
757,,E.L. James,"['All About Romance (AAR) Annual Reader Poll for Best Erotic Romance (tie) (2012)', 'Australian Book Industry Award (ABIA) for International Book (2013)', 'Goodreads Choice Award Nominee for Romance (2011)']","['Romance', 'Fiction', 'Adult Fiction']",https://www.goodreads.com/book/show/35440465-love-on-the-line,356,2053788,3.66,79124,Fifty Shades of Grey,1
758,2005,Jared Diamond,"['Royal Society Science Book Prize Nominee (2006)', 'California Book Award for Nonfiction (Silver) (2005)', ""Prix du livre sur l'environnement (2007)""]","['History', 'Nonfiction', 'Science']",https://www.goodreads.com/book/show/10818853-fifty-shades-of-grey,608,65541,3.91,3362,Collapse: How Societies Choose to Fail or Succeed,1
759,2012,Rainbow Rowell,"['Georgia Peach Book Award (2014)', 'All About Romance (AAR) Annual Reader Poll for Best Young Adult Romance (2014)', 'Odyssey Award Nominee (2014)', 'Michael L. Printz Award Nominee (2014)', ""Pennsylvania Young Readers' Choice Award for Young Adults (2015)"", 'Rhode Island Teen Book Award (2015)', 'Milwaukee County Teen Book Award (2014)', 'Michigan Library Association Thumbs Up! Award (2014)', 'Deutscher Jugendliteraturpreis Nominee for Jugendbuch (2016)', 'Amelia Elizabeth Walden Award (2014)', 'Boston Globe-Horn Book Award for Fiction (2013)', 'Dioraphte Jongerenliteratuurprijs for vertaald boek (2015)', 'California Young Readers Medal Nominee for Young Adult (2016)', 'Lincoln Award (2015)', 'DABWAHA Romance Tournament Nominee for Best Young Adult Romance (2014)', 'North Carolina Young Adult Book Award for High School (2016)', 'Goodreads Choice Award for Young Adult Fiction (2013) and Nominee for Best of the Best  (2018)', 'Green Mountain Book Award Nominee (2015)', 'The Magnolia Award for 9-12 (2015)', 'Missouri Gateway Readers Award Nominee (2016)', 'Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera independiente (2013)']","['Young Adult', 'Romance', 'Contemporary']",https://www.goodreads.com/book/show/15745753-eleanor-park,328,915441,4.03,68287,Eleanor & Park,0
760,1996,Carl Sagan,['Los Angeles Times Book Prize for Science and Technology (1996)'],"['Science', 'Nonfiction', 'Philosophy']",https://www.goodreads.com/book/show/475.Collapse,459,61976,4.27,2936,The Demon-Haunted World: Science as a Candle in the Dark,0
761,1974,Carl Bernstein,['National Book Award Finalist for Contemporary Affairs (1975)'],"['History', 'Nonfiction', 'Politics']",https://www.goodreads.com/book/show/96123.All_the_President_s_Men,480,49237,4.17,1684,All the President's Men,0
762,1989,Louis Sachar,['New Mexico Land of Enchantment Award (1992)'],"['Childrens', 'Fiction', 'Humor']",https://www.goodreads.com/book/show/17349.The_Demon_Haunted_World,152,57912,4.15,1051,Wayside School Is Falling Down,1
763,1959,Günter Grass,"['PEN Translation Prize for Ralph Manheim (1964)', 'Prix du Meilleur Livre Étranger for Roman (1962)', 'Schlegel-Tieck Prize for Breon Mitchell (2010)', 'Preis der Gruppe 47 (1958)']","['Fiction', 'Classics', 'European Literature']",https://www.goodreads.com/book/show/35743.The_Tin_Drum,580,39293,3.96,1814,The Tin Drum,1
764,2013,Bev Stout,[],"['Historical', 'Historical Fiction', 'Young Adult']",https://www.goodreads.com/book/show/10065.Wayside_School_Is_Falling_Down,338,543,3.91,83,Secrets of the Realm,0
765,1931,Irma S. Rombauer,[],"['Food and Drink', 'Cookbooks', 'Food and Drink']",https://www.goodreads.com/book/show/327847.The_Joy_of_Cooking,1152,160322,4.10,1210,The Joy of Cooking,0
766,2000,Dave Eggers,"['Pulitzer Prize Nominee for General Nonfiction (2001)', 'Guardian First Book Award Nominee (2000)', 'Borders Original Voices Award for Nonfiction (2000)', 'Puddly Award for Memoir (2001)']","['Fiction', 'Contemporary', 'Literature']",https://www.goodreads.com/book/show/19183499-secrets-of-the-realm,485,176440,3.68,9284,A Heartbreaking Work of Staggering Genius,0
767,1974,Ursula K. Le Guin,"['Hugo Award for Best Novel (1975)', 'Nebula Award for Best Novel (1974)', 'Prometheus Hall of Fame Award (1993)', 'Locus Award for Best Novel (1975)', 'Jupiter Award for Best Novel (1975)', 'John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1975)', 'Ditmar Award Nominee for Best International Long Fiction (1975)', 'Premi Ictineu for Millor novel·la traduïda (2019)']","['Science Fiction', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/4953.A_Heartbreaking_Work_of_Staggering_Genius,387,94740,4.20,6157,The Dispossessed,1
768,1994,Caleb Carr,"['Anthony Award for Best First Novel (1995)', 'Grand Prix de Littérature Policière for Romans étrangers (1996)', ""Lambda Literary Award Nominee for Gay Men's Mystery (1995)"", 'Palle Rosenkrantz Prisen (1997)']","['Historical', 'Historical Fiction', 'Mystery']",https://www.goodreads.com/book/show/13651.The_Dispossessed,498,159440,4.05,7467,The Alienist,1
769,1905,Edith Wharton,[],"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/40024.The_Alienist,351,87576,3.95,4860,The House of Mirth,0
770,1989,Katherine Dunn,['National Book Award Finalist for Fiction (1989)'],"['Fiction', 'Horror', 'Fantasy']",https://www.goodreads.com/book/show/393199.Down_and_Out_in_Paris_and_London,348,62126,3.95,5962,Geek Love,0
771,1995,Nick Hornby,[],"['Fiction', 'Music', 'Contemporary']",https://www.goodreads.com/book/show/17728.The_House_of_Mirth,340,178685,3.93,6114,High Fidelity,0
772,1998,Neil Gaiman,"['Locus Award Nominee for Best Fantasy Novel (1999)', 'Geffen Award (2000)', 'Mythopoeic Fantasy Award for Adult Literature (1999)', 'ALA Alex Award (2000)']","['Fantasy', 'Fiction', 'Romance']",https://www.goodreads.com/book/show/13872.Geek_Love,248,376758,4.08,19431,Stardust,0
773,1857,Charles Baudelaire,['National Book Award for Translation (1983)'],"['Poetry', 'Classics', 'Cultural']",https://www.goodreads.com/book/show/285092.High_Fidelity,365,53199,4.23,1540,Les Fleurs du Mal,0
774,1987,Stephen King,"['Bram Stoker Award for Best Novel (1987)', 'World Fantasy Award Nominee for Best Novel (1988)']","['Horror', 'Fiction', 'Thriller']",https://www.goodreads.com/book/show/16793.Stardust,370,527359,4.18,14060,Misery,0
775,1969,Elisabeth Kübler-Ross,[],"['Psychology', 'Nonfiction', 'Death']",https://www.goodreads.com/book/show/203220.Les_Fleurs_du_Mal,288,24538,4.17,545,On Death and Dying,0
776,1956,Albert Camus,[],"['Fiction', 'Philosophy', 'Classics']",https://www.goodreads.com/book/show/10614.Misery,147,79149,4.02,3417,The Fall,0
777,2004,Susanna Clarke,"['Hugo Award for Best Novel (2005)', 'Booker Prize Nominee for Longlist (2004)', 'Nebula Award Nominee for Best Novel (2005)', 'Locus Award for Best First Novel and Nominee for Best Fantasy Novel (2005)', 'Guardian First Book Award Nominee (2004)', 'World Fantasy Award for Best Novel (2005)', 'Mythopoeic Fantasy Award for Adult Literature (2005)', 'Book Sense Book of the Year Award for Adult Fiction (2005)', 'British Fantasy Award Nominee for Best Novel (2005)', 'Cena Akademie SFFH for Kniha roku (Book of the Year) (2007)']","['Fantasy', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/781844.On_Death_and_Dying,1006,210842,3.82,14680,Jonathan Strange & Mr Norrell,0
778,1947,John Steinbeck,[],"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/11991.The_Fall,96,194677,3.49,8995,The Pearl,0
779,1989,Chuck Dixon,[],"['Fantasy', 'Sequential Art', 'Graphic Novels']",https://www.goodreads.com/book/show/14201.Jonathan_Strange_Mr_Norrell,133,172018,4.49,1171,The Hobbit: Graphic Novel,0
780,1945,Evelyn Waugh,[],"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/5308.The_Pearl,351,95860,4.00,4899,Brideshead Revisited,0
781,1961,John Howard Griffin,['Anisfield-Wolf Book Award (1962)'],"['Nonfiction', 'History', 'Autobiography']",https://www.goodreads.com/book/show/30933.Brideshead_Revisited,208,64214,4.10,2835,Black Like Me,0
782,-400,Krishna-Dwaipayana Vyasa,[],"['Religion', 'Philosophy', 'Classics']",https://www.goodreads.com/book/show/99944.The_Bhagavad_Gita,160,56700,4.14,2086,The Bhagavad Gita,0
783,1969,Henri Charrière,[],"['Nonfiction', 'Biography', 'Classics']",https://www.goodreads.com/book/show/42603.Black_Like_Me,544,59988,4.21,2210,Papillon,1
784,1950,The Church of Jesus Christ of Latter-day Saints,[],"['Religion', 'Christianity', 'Lds']",https://www.goodreads.com/book/show/747061.Book_of_Mormon_Doctrine_and_Covenants_Pearl_of_Great_Price,1310,26390,4.35,757,"Book of Mormon, Doctrine and Covenants, Pearl of Great Price",0
785,,Kenneth Jarrett Singleton,[],"['Poetry', 'Contemporary', 'Fiction']",https://www.goodreads.com/book/show/6882.Papillon,108,3103,3.60,17,Exotic Neurotic,0
786,1920,Yevgeny Zamyatin,[],"['Fiction', 'Science Fiction', 'Science Fiction']",https://www.goodreads.com/book/show/29395568-exotic-neurotic,226,76692,3.91,4976,We,0
787,1968,Peter S. Beagle,['Национални фантастични награди for Любим превод за 2015 г. – първо място (2016)'],"['Fantasy', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/76171.We,294,101424,4.14,4596,The Last Unicorn,1
788,,Karen Glista,[],"['Fiction', 'Novels', 'Contemporary']",https://www.goodreads.com/book/show/29127.The_Last_Unicorn,277,2075,4.27,83,Chasing the Red Queen,0
789,1972,James Herriot,[],"['Nonfiction', 'Animals', 'Autobiography']",https://www.goodreads.com/book/show/38343303-chasing-the-red-queen,442,122759,4.31,4603,All Creatures Great and Small: The Warm and Joyful Memoirs of the World's Most Beloved Animal Doctor,1
790,,Kyle Keyes,[],"['Fiction', 'Drama', 'Novels']",https://www.goodreads.com/book/show/18929854-all-creatures-great-and-small,348,2880,4.43,22,The Pandarus File,0
791,1938,Jean-Paul Sartre,['Grand Prix des meilleurs romans du demi-siècle Nominee (1950)'],"['Philosophy', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/13328554-the-pandarus-file,178,91721,3.92,3380,Nausea,0
792,1954,Richard Matheson,[],"['Horror', 'Fiction', 'Science Fiction']",https://www.goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories,317,121620,4.00,5045,I Am Legend and Other Stories,0
793,1965,Dr. Seuss,[],"['Childrens', 'Childrens', 'Picture Books']",https://www.goodreads.com/book/show/298275.Nausea,64,57878,4.07,1488,Fox in Socks,0
794,1843,Charles Dickens,[],"['Classics', 'Fiction', 'Holiday']",https://www.goodreads.com/book/show/105551.Fox_in_Socks,288,35214,4.14,865,A Christmas Carol and Other Christmas Writings,0
795,,Richard Dawkins,['Prismas Casa de las Ciencias a la Divulgación for Libro editado (2010)'],"['Science', 'Nonfiction', 'Science']",https://www.goodreads.com/book/show/5338.A_Christmas_Carol_and_Other_Christmas_Writings,470,49752,4.15,1942,The Greatest Show on Earth: The Evidence for Evolution,0
796,,Gillian Flynn,"['Black Quill Award for Dark Genre Novel of the Year (2010)', 'CWA Ian Fleming Steel Dagger Nominee (2010)']","['Mystery', 'Fiction', 'Thriller']",https://www.goodreads.com/book/show/5886881-dark-places,349,612809,3.93,36617,Dark Places,0
797,1944,W. Somerset Maugham,[],"['Fiction', 'Classics', 'Literature']",https://www.goodreads.com/book/show/6117055-the-greatest-show-on-earth,314,37885,4.19,3032,The Razor's Edge,0
798,,Cassandra Clare,['Goodreads Choice Award for Goodreads Author and Nominee for Favorite Book and for Young Adult Fantasy & Science Fiction (2011)'],"['Fantasy', 'Young Adult', 'Fantasy']",https://www.goodreads.com/book/show/6752378-city-of-fallen-angels,425,511234,4.11,23763,City of Fallen Angels,1
799,1992,Dorothy Allison,"['Ferro-Grumley Award for Lesbian Fiction (1993)', 'National Book Award Finalist for Fiction (1992)']","['Fiction', 'Classics', 'American']",https://www.goodreads.com/book/show/31196.The_Razor_s_Edge,320,39566,4.12,2821,Bastard Out of Carolina,0
800,,Ted Bernal Guevara,[],"['Drama', 'Mystery', 'Fiction']",https://www.goodreads.com/book/show/25354.Bastard_Out_of_Carolina,226,3799,3.50,26,Lips of a Mastodon,0
801,1830,Stendhal,[],"['Classics', 'Fiction', 'Cultural']",https://www.goodreads.com/book/show/26004546-lips-of-a-mastodon,608,59716,3.88,2165,The Red and the Black,0
802,1999,Orson Scott Card,"['Locus Award Nominee for Best SF Novel (2000)', 'ALA Alex Award (2000)', 'Lincoln Award Nominee (2005)', 'Seiun Award 星雲賞 Nominee for Best Foreign Novel (2001)', 'Margaret A. Edwards Award (2008)']","['Science Fiction', 'Fiction', 'Young Adult']",https://www.goodreads.com/book/show/14662.The_Red_and_the_Black,469,158840,4.30,5299,Ender's Shadow,1
803,1885,Émile Zola,[],"['Classics', 'Fiction', 'Cultural']",https://www.goodreads.com/book/show/9532.Ender_s_Shadow,592,30325,4.15,1419,Germinal,1
804,1924,Thomas Mann,"[""Helen and Kurt Wolff Translator's Prize for John E. Woods (1996)""]","['Fiction', 'Classics', 'European Literature']",https://www.goodreads.com/book/show/28407.Germinal,706,40725,4.09,2390,The Magic Mountain,0
805,2003,Dennis Lehane,"['Barry Award Nominee for Best Novel (2004)', 'Anthony Award Nominee for Best Novel (2004)', 'Hammett Prize Nominee (2003)', 'Grand Prix des lectrices de Elle for roman policier (2004)']","['Mystery', 'Fiction', 'Thriller']",https://www.goodreads.com/book/show/88077.The_Magic_Mountain,369,173285,4.07,8626,Shutter Island,0
806,1951,Ray Bradbury,"['International Fantasy Award Nominee for Fiction (1952)', 'Analog Award Nominee for All-Time Best Book (1952)']","['Science Fiction', 'Short Stories', 'Fiction']",https://www.goodreads.com/book/show/21686.Shutter_Island,186,84293,4.12,4124,The Illustrated Man,0
807,2001,Jasper Fforde,"['Locus Award Nominee for Best Science Fiction Novel (2002)', 'IAFA William L. Crawford Fantasy Award (2002)', 'Dilys Award Nominee (2003)', 'ALA Alex Award (2003)', 'Lincoln Award Nominee (2006)']","['Fantasy', 'Fiction', 'Mystery']",https://www.goodreads.com/book/show/27003.The_Eyre_Affair,374,127818,3.87,10412,The Eyre Affair,1
808,,Ruta Sepetys,"['Georgia Peach Book Award Nominee for Honor book (2012)', 'SCBWI Golden Kite Award for Fiction (2012)', 'William C. Morris YA Debut Award Nominee (2012)', 'Rhode Island Teen Book Award Nominee (2013)', 'Milwaukee County Teen Book Award Nominee (2012)', 'Indies Choice Book Award for Young Adult (2012)', 'Amelia Elizabeth Walden Award Nominee (2012)', 'Lincoln Award Nominee (2016)', 'CYBILS Award Nominee for Young Adult Fiction (2011)', 'Goodreads Choice Award Nominee for Young Adult Fiction (2011)', 'Carnegie Medal Nominee (2012)', 'Missouri Gateway Readers Award Nominee (2014)']","['Historical', 'Historical Fiction', 'Young Adult']",https://www.goodreads.com/book/show/24830.The_Illustrated_Man,344,178056,4.35,22091,Between Shades of Gray,0
809,,Cassandra Clare,['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2012)'],"['Fantasy', 'Young Adult', 'Romance']",https://www.goodreads.com/book/show/8755776-city-of-lost-souls,546,451297,4.25,20878,City of Lost Souls,1
810,2011,Stephen Douglass,[],"['Thriller', 'Mystery', 'Crime']",https://www.goodreads.com/book/show/7824322-between-shades-of-gray,,3383,3.56,41,The Bridge To Caracas,1
811,1974,Fynn,[],"['Fiction', 'Religion', 'Spirituality']",https://www.goodreads.com/book/show/22842297-the-bridge-to-caracas,298,5700,4.14,520,"Mister God, This is Anna",0
812,1936,Ayn Rand,[],"['Fiction', 'Classics', 'Philosophy']",https://www.goodreads.com/book/show/50807.Mister_God_This_is_Anna,464,26557,3.92,1406,We the Living,0
813,1938,Marjorie Kinnan Rawlings,['Pulitzer Prize for Novel (1939)'],"['Classics', 'Fiction', 'Young Adult']",https://www.goodreads.com/book/show/668.We_the_Living,513,26276,4.01,1131,The Yearling,0
814,,Misty Mount,[],"['Fiction', 'Young Adult', 'New Adult']",https://www.goodreads.com/book/show/159582.The_Yearling,318,861,4.24,39,The Nanny Song,0
815,2000,David Sedaris,"['Lambda Literary Award for Humor (2001)', 'Puddly Award for Humor (2001)', 'Thurber Prize for American Humor (2001)']","['Nonfiction', 'Humor', 'Autobiography']",https://www.goodreads.com/book/show/4137.Me_Talk_Pretty_One_Day,272,636821,3.99,17754,Me Talk Pretty One Day,0
816,,Leslie   Garland,[],"['Fiction', 'Novels', 'Drama']",https://www.goodreads.com/book/show/40111371-the-nanny-song,321,4536,4.30,13,The Ghost Moth (The Red Grouse Tales),0
817,2012,M.L. Stedman,"['Australian Independent Booksellers Indie Book Award for Book of the Year & Debut Fiction (2013)', 'Australian Book Industry Award (ABIA) for Literary Fiction, for Newcomer, and for Book of the Year (2013)', ""Women's Prize for Fiction Nominee for Longlist (2013)"", 'Goodreads Choice Award for Historical Fiction (2012)', 'HWA Debut Crown (2013)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/13158800-the-light-between-oceans,362,412718,4.03,35313,The Light Between Oceans,0
818,1961,John Steinbeck,[],"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/54668652-the-ghost-moth,291,39578,4.00,2211,The Winter of Our Discontent,0
819,1886,Thomas Hardy,[],"['Classics', 'Fiction', 'Literature']",https://www.goodreads.com/book/show/4796.The_Winter_of_Our_Discontent,445,55552,3.84,2312,The Mayor of Casterbridge,0
820,1998,Nicholas Sparks,[],"['Romance', 'Fiction', 'Womens Fiction']",https://www.goodreads.com/book/show/56759.The_Mayor_of_Casterbridge,342,218156,3.96,4382,Message in a Bottle,0
821,1929,Dashiell Hammett,"['Anthony Award Nominee for Best Novel of the Century (2000)', 'Audie Award for Audiobook Adaptation (2010)', 'Grammy Award Nominee for Best Spoken Word Album (2010)']","['Mystery', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/3478.Message_in_a_Bottle,213,94700,3.90,5153,The Maltese Falcon,0
822,1958,Irving Stone,['California Book Award for Fiction (Silver) (1961)'],"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/29999.The_Maltese_Falcon,776,83046,4.06,2008,The Agony and the Ecstasy,0
823,1949,Robert Frost,['Pulitzer Prize for Poetry (1931)'],"['Poetry', 'Classics', 'Fiction']",https://www.goodreads.com/book/show/321552.The_Agony_and_the_Ecstasy,607,49001,4.23,711,The Poetry of Robert Frost,0
824,,Sherman Alexie,"[""National Book Award for Young People's Literature (2007)"", 'Odyssey Award (2009)', 'American Indian Library Association Award', 'South Carolina Book Award Nominee for Young Adult Book Award (2010)', 'Rhode Island Teen Book Award Nominee (2009)', 'Michigan Library Association Thumbs Up! Award Nominee (2008)', 'Florida Teens Read Nominee (2009)', 'American Indian Youth Literature Award for Best Young Adult Book (Award Retroactively Rescinded in 2018) (2008)', 'Boston Globe-Horn Book Award for Fiction (2008)', 'The Inky Awards Nominee for Silver Inky (2009)', 'California Young Readers Medal for Young Adult (2010)', 'Lincoln Award Nominee (2011)', 'James Cook Book Award Nominee (2009)', 'The Inky Awards Shortlist for Silver Inky (2009)']","['Young Adult', 'Fiction', 'Contemporary']",https://www.goodreads.com/book/show/95819.The_Poetry_of_Robert_Frost,230,235525,4.09,24232,The Absolutely True Diary of a Part-Time Indian,0
825,,Samuel R. George,[],"['Contemporary', 'Book Club', 'Drama']",https://www.goodreads.com/book/show/693208.The_Absolutely_True_Diary_of_a_Part_Time_Indian,192,890,4.35,13,The Candidate and other stories,0
826,,Madeline Miller,"['Orange Prize for Fiction (2012)', 'Gaylactic Spectrum Award for Best Novel (2013)', 'Chautauqua Prize Nominee (2013)', 'Lovelybooks Leserpreis Nominee for Romane (2020)']","['Historical', 'Historical Fiction', 'Fantasy']",https://www.goodreads.com/book/show/44416211-the-candidate-and-other-stories,352,314684,4.39,38778,The Song of Achilles,0
827,1956,Eugene O'Neill,"['Pulitzer Prize for Drama (1957)', ""New York Drama Critics' Circle Award for Best American Play (1957)""]","['Plays', 'Drama', 'Classics']",https://www.goodreads.com/book/show/11250317-the-song-of-achilles,179,35688,4.07,988,Long Day's Journey into Night,0
