,1st Pub,Author,Awards,Genres,Link,N pag,Rating Count,Rating Value,Review Count,Title,series
529,,Irvine Welsh,[],"['Fiction', 'Thriller', 'Mystery']",https://www.goodreads.com/book/show/130440.Doctor_Zhivago,548,19685,3.93,597,Skagboys,1
530,1949,Shirley Jackson,[],"['Short Stories', 'Fiction', 'Horror']",https://www.goodreads.com/book/show/89723.The_Lottery_and_Other_Stories,302,65757,4.06,2562,The Lottery and Other Stories,0
531,,James Dashner,"['Georgia Peach Book Award (2011)', 'Utah Book Award Nominee for Young Adults (2009)', ""Romantic Times Reviewers' Choice Award (RT Award) Nominee for Best Young Adult Paranormal/Fantasy Novel  (2009)"", 'Charlotte Award (2012)', ""Pennsylvania Young Readers' Choice Award Nominee (2011)"", 'Evergreen Teen Book Award (2012)', 'Milwaukee County Teen Book Award Nominee (2011)', 'Lincoln Award (2012)', 'Missouri Truman Readers Award (2012)']","['Young Adult', 'Science Fiction', 'Dystopia']",https://www.goodreads.com/book/show/12926063-skagboys,384,1136893,4.03,56914,The Maze Runner,1
532,1957,Ray Bradbury,[],"['Fiction', 'Classics', 'Science Fiction']",https://www.goodreads.com/book/show/50033.Dandelion_Wine,239,59565,4.06,4851,Dandelion Wine,1
533,1787,Alexander Hamilton,[],"['History', 'Politics', 'Nonfiction']",https://www.goodreads.com/book/show/6186357-the-maze-runner,688,36281,4.08,900,The Federalist Papers,0
534,1999,Chuck Palahniuk,[],"['Fiction', 'Contemporary', 'Thriller']",https://www.goodreads.com/book/show/110331.The_Federalist_Papers,304,131678,3.98,5826,Invisible Monsters,0
535,1992,Michael Ondaatje,"['Booker Prize (1992)', ""Governor General's Literary Awards / Prix littéraires du Gouverneur général for Fiction (1992)"", ""Commonwealth Writers' Prize for Best Book in Caribbean and Canada (1993)"", 'Trillium Book Award (1993)', 'Golden Man Booker Prize (2018)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/36236125-invisible-monsters,320,116982,3.87,4872,The English Patient,0
536,,Rick Riordan,"[""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2011)"", 'Evergreen Teen Book Award (2013)', 'Goodreads Choice Award Nominee for Young Adult Fantasy and for Favorite Book (2010)']","['Fantasy', 'Young Adult', 'Fantasy']",https://www.goodreads.com/book/show/11713.The_English_Patient,553,665671,4.32,23132,The Lost Hero,1
537,,Susan Cain,"['Guardian First Book Award Nominee for Longlist (2012)', 'Andrew Carnegie Medal Nominee for Nonfiction (Shortlist) (2015)', 'Goodreads Choice Award for Nonfiction (2012)']","['Nonfiction', 'Psychology', 'Self Help']",https://www.goodreads.com/book/show/7736182-the-lost-hero,352,348016,4.06,24605,Quiet: The Power of Introverts in a World That Can't Stop Talking,1
538,,Richard Carlson,[],"['Self Help', 'Nonfiction', 'Psychology']",https://www.goodreads.com/book/show/8520610-quiet,248,84829,3.98,2065,Don't Sweat the Small Stuff ... and It's All Small Stuff: Simple Ways to Keep the Little Things From Taking Over Your Life,0
539,,Traci Medford-Rosow,[],"['Drama', 'Contemporary', 'Book Club']",https://www.goodreads.com/book/show/170548.Don_t_Sweat_the_Small_Stuff_and_It_s_All_Small_Stuff,220,3155,4.33,53,Unblinded: One Man’s Courageous Journey through Darkness to Sight,0
540,2005,Bret Easton Ellis,['World Fantasy Award Nominee for Best Novel (2006)'],"['Fiction', 'Thriller', 'Horror']",https://www.goodreads.com/book/show/36590307-unblinded,404,32145,3.64,1043,Lunar Park,0
541,1864,Jules Verne,[],"['Classics', 'Science Fiction', 'Fiction']",https://www.goodreads.com/book/show/4031.Lunar_Park,240,162212,3.86,5859,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",0
542,1994,David Guterson,"['Anthony Award Nominee for Best First Novel (1995)', 'PEN/Faulkner Award for Fiction (1995)', 'American Booksellers Book Of The Year  Award for Adult Trade (1996)', 'Martin Beck Award (1996)', 'Barnes and Noble Discover Great New Writers Award (1994)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/77142.Snow_Falling_on_Cedars,460,170204,3.85,4971,Snow Falling on Cedars,0
543,,Junot Díaz,"['Pulitzer Prize for Fiction (2008)', 'Anisfield-Wolf Book Award (2008)', 'Massachusetts Book Award for Fiction (2008)', 'Los Angeles Times Book Prize Nominee for Fiction (2007)', 'Dayton Literary Peace Prize for Fiction (2008)', 'National Book Critics Circle Award for Fiction (2007)', 'Hurston/Wright Legacy Award for Fiction (2008)', 'The Center for Fiction First Novel Prize (2007)', 'International Dublin Literary Award Nominee (2009)', 'The Rooster -- The Morning News Tournament of Books (2008)']","['Fiction', 'Contemporary', 'Magical Realism']",https://www.goodreads.com/book/show/32829.Journey_to_the_Center_of_the_Earth,335,238212,3.89,19719,The Brief Wondrous Life of Oscar Wao,0
544,,J.K. Rowling,['Locus Award Nominee for Art Book (2019)'],"['Fantasy', 'Fiction', 'Young Adult']",https://www.goodreads.com/book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao,109,429712,4.05,15918,The Tales of Beedle the Bard,1
545,1974,Vincent Bugliosi,['Edgar Award for Best Fact Crime (1975)'],"['Crime', 'True Crime', 'Nonfiction']",https://www.goodreads.com/book/show/3950967-the-tales-of-beedle-the-bard,689,130190,4.04,4178,Helter Skelter: The True Story of the Manson Murders,0
546,1947,Primo Levi,[],"['Nonfiction', 'History', 'World War II']",https://www.goodreads.com/book/show/6174.Survival_in_Auschwitz,187,54573,4.28,2274,Survival in Auschwitz,1
547,1969,John Fowles,['WH Smith Literary Award (1970)'],"['Fiction', 'Classics', 'Historical']",https://www.goodreads.com/book/show/105992.Helter_Skelter,470,47874,3.87,1758,The French Lieutenant's Woman,0
548,2001,Leif Enger,"['Book Sense Book of the Year Award for Adult Fiction (2002)', 'Independent Publisher Book Award (IPPY) for Fiction - General (2002)', 'ALA Alex Award (2002)', 'International Dublin Literary Award Nominee (2003)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/56034.The_French_Lieutenant_s_Woman,312,84446,3.98,7995,Peace Like a River,0
549,1984,Sandra Cisneros,"['American Book Award (1985)', ""George C. Stone Center for Children's Books Recognition of Merit Award (1994)""]","['Fiction', 'Young Adult', 'Classics']",https://www.goodreads.com/book/show/227571.Peace_Like_a_River,110,135427,3.67,11479,The House on Mango Street,0
550,,Ransom Riggs,"[""Grand Prix de l'Imaginaire for Roman jeunesse étranger (2015)"", ""Pennsylvania Young Readers' Choice Award for Young Adults (2014)"", 'California Young Readers Medal Nominee for Young Adult (2016)', 'The Kitschies Nominee for Golden Tentacle (Debut) (2011)', 'Goodreads Choice Award Nominee for Favorite Book and for Young Adult Fantasy & Science Fiction (2011)']","['Fantasy', 'Young Adult', 'Fiction']",https://www.goodreads.com/book/show/139253.The_House_on_Mango_Street,352,1032332,3.91,62086,Miss Peregrine's Home for Peculiar Children,1
551,1951,C.S. Lewis,[],"['Fantasy', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children,240,367268,3.97,7850,Prince Caspian,1
552,,M. Scott Peck,[],"['Psychology', 'Nonfiction', 'Self Help']",https://www.goodreads.com/book/show/121749.Prince_Caspian,320,86952,4.06,2528,"The Road Less Traveled: A New Psychology of Love, Traditional Values and Spiritual Growth",0
553,,Anne  Willow,[],"['Fiction', 'Contemporary', 'Young Adult']",https://www.goodreads.com/book/show/347852.The_Road_Less_Traveled,229,6563,4.30,37,Broken Promises (Past Imperfect Mystery Book 1),0
554,1946,John Hersey,[],"['History', 'Nonfiction', 'Classics']",https://www.goodreads.com/book/show/40121205-broken-promises,152,64125,3.99,3388,Hiroshima,0
555,1997,Jon Krakauer,"['Pulitzer Prize Nominee for General Nonfiction (1998)', 'ALA Alex Award (1998)', 'National Book Critics Circle Award Nominee for General Nonfiction (1997)', 'Boardman Tasker Prize Nominee for Mountain Literature (1997)']","['Nonfiction', 'Adventure', 'Autobiography']",https://www.goodreads.com/book/show/27323.Hiroshima,368,414663,4.19,14348,Into Thin Air: A Personal Account of the Mount Everest Disaster,0
556,1905,Emmuska Orczy,[],"['Classics', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/136116.The_Scarlet_Pimpernel,182,127726,4.05,6548,The Scarlet Pimpernel,1
557,2008,John Green,"[""Anthony Award Nominee for Best Children's/Young Adult Novel (2009)"", 'Edgar Award for Best Young Adult (2009)', 'Rhode Island Teen Book Award Nominee (2010)', 'Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2011)', 'The Inky Awards Nominee for Silver Inky (2009)', 'Lincoln Award Nominee (2011)', 'Bronzener Lufti (2010)', 'Literaturpreis der Jury der jungen Leser for Jugendbuch (2010)', 'The Inky Awards Shortlist for Silver Inky (2009)', 'Missouri Gateway Readers Award Nominee (2011)', 'Corine Internationaler Buchpreis for Kinder- und Jugendbuch (2010)']","['Young Adult', 'Contemporary', 'Fiction']",https://www.goodreads.com/book/show/1898.Into_Thin_Air,305,989068,3.78,49396,Paper Towns,0
558,2011,Yuval Noah Harari,"['Royal Society of Biology General Book Prize Nominee (2015)', 'J. A. Hollon palkinto (2017)']","['Nonfiction', 'History', 'Science']",https://www.goodreads.com/book/show/23692271-sapiens,512,600388,4.40,37995,Sapiens: A Brief History of Humankind,0
559,2000,Stephen King,"['Bram Stoker Award for Best Non-Fiction (2000)', 'Locus Award for Best Non-Fiction (2001)', 'Puddly Award for Writing (2001)']","['Nonfiction', 'Language', 'Writing']",https://www.goodreads.com/book/show/6442769-paper-towns,320,235260,4.32,18543,On Writing: A Memoir of the Craft,0
560,1609,William Shakespeare,[],"['Poetry', 'Classics', 'Fiction']",https://www.goodreads.com/book/show/42038.Shakespeare_s_Sonnets,488,88365,4.24,1327,Shakespeare's Sonnets,0
561,1987,Martin Luther King Jr.,[],"['Nonfiction', 'History', 'Classics']",https://www.goodreads.com/book/show/10569.On_Writing,210,1392,4.48,88,I Have a Dream: Writings and Speeches That Changed the World,0
562,1993,James Redfield,[],"['Fiction', 'Spirituality', 'Philosophy']",https://www.goodreads.com/book/show/53363.I_Have_a_Dream,247,99315,3.66,4154,The Celestine Prophecy,1
563,1995,Nicholas Evans,[],"['Fiction', 'Romance', 'Animals']",https://www.goodreads.com/book/show/13103.The_Celestine_Prophecy,451,52428,3.82,1972,The Horse Whisperer,0
564,1958,Leon Uris,['National Jewish Book Award for Fiction (1959)'],"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/479415.The_Horse_Whisperer,608,92893,4.34,1827,Exodus,0
565,2013,Donna Tartt,"['Pulitzer Prize for Fiction (2014)', 'Audie Award for Literary Fiction (2014)', 'National Book Critics Circle Award Nominee for Fiction (2013)', 'Australian Book Industry Award (ABIA) Nominee for International Book (2014)', ""Women's Prize for Fiction Nominee (2014)"", 'Andrew Carnegie Medal for Fiction (2014)', 'Goodreads Choice Award Nominee for Fiction (2013)']","['Fiction', 'Contemporary', 'Literary Fiction']",https://www.goodreads.com/book/show/42697.Exodus,771,757227,3.92,63103,The Goldfinch,0
566,1947,Tennessee Williams,"['Pulitzer Prize for Drama (1948)', ""New York Drama Critics' Circle Award for Best American Play (1948)""]","['Plays', 'Classics', 'Fiction']",https://www.goodreads.com/book/show/17333223-the-goldfinch,107,268042,3.99,4327,A Streetcar Named Desire,0
567,,Donald Miller,[],"['Nonfiction', 'Christian', 'Religion']",https://www.goodreads.com/book/show/12220.A_Streetcar_Named_Desire,243,105965,3.90,4012,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,0
568,1974,Stephen King,[],"['Horror', 'Fiction', 'Thriller']",https://www.goodreads.com/book/show/10592.Carrie,253,548294,3.97,15337,Carrie,0
569,1849,Edgar Allan Poe,[],"['Classics', 'Poetry', 'Horror']",https://www.goodreads.com/book/show/7214.Blue_Like_Jazz,821,230532,4.37,2265,The Complete Stories and Poems,0
570,1948,Dodie Smith,[],"['Classics', 'Fiction', 'Young Adult']",https://www.goodreads.com/book/show/31122.I_Capture_the_Castle,408,88027,4.00,8817,I Capture the Castle,0
571,1908,E.M. Forster,[],"['Classics', 'Fiction', 'Romance']",https://www.goodreads.com/book/show/23919.The_Complete_Stories_and_Poems,119,156069,3.91,5997,A Room with a View,0
572,1874,Thomas Hardy,[],"['Classics', 'Fiction', 'Romance']",https://www.goodreads.com/book/show/31463.Far_From_the_Madding_Crowd,433,133936,3.94,6276,Far From the Madding Crowd,0
573,1949,John Gunther,[],"['Nonfiction', 'Classics', 'Autobiography']",https://www.goodreads.com/book/show/3087.A_Room_with_a_View,206,11294,3.83,635,Death Be Not Proud,0
574,1984,Tom Robbins,[],"['Fiction', 'Fantasy', 'Humor']",https://www.goodreads.com/book/show/8682.Jitterbug_Perfume,342,71685,4.21,3698,Jitterbug Perfume,0
575,,Elizabeth Kostova,"['International Horror Guild Award Nominee for Best Novel (2005)', 'Hopwood Award for Novel in-progress (2003)', 'Book Sense Book of the Year Award for Best Adult Fiction (2006)', 'The Quill Award for Debut Author of the Year (2005)', 'Lord Ruthven Award for Fiction (2006)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/486298.Death_Be_Not_Proud,704,250735,3.78,16493,The Historian,0
576,,Jojo Moyes,['Goodreads Choice Award Nominee for Fiction (2013)'],"['Romance', 'Fiction', 'Contemporary']",https://www.goodreads.com/book/show/30236962-the-historian,369,1229650,4.26,84517,Me Before You,1
577,,Kathleen Zamboni McCormick,"['International Rubery Book Award Nominee (2020)', 'Independent Press Award for Humor & Wit (2020)']","['Contemporary', 'Drama', 'Fiction']",https://www.goodreads.com/book/show/15507958-me-before-you,191,6366,4.30,55,"Dodging Satan: My Irish/Italian, Sometimes Awesome, But Mostly Creepy, Childhood",0
578,1983,Stephen King,"['Locus Award Nominee for Best Fantasy Novel (1984)', 'World Fantasy Award Nominee for Best Novel (1984)']","['Horror', 'Fiction', 'Thriller']",https://www.goodreads.com/book/show/28009303-dodging-satan,580,448533,4.01,15331,Pet Sematary,0
579,1848,William Makepeace Thackeray,[],"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/33124137-pet-sematary,867,121165,3.79,3615,Vanity Fair,0
580,1949,Simone de Beauvoir,[],"['Feminism', 'Nonfiction', 'Philosophy']",https://www.goodreads.com/book/show/5797.Vanity_Fair,746,32973,4.13,1540,The Second Sex,1
581,2005,Christopher Paolini,"[""West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2006)"", 'Colorado Blue Spruce Young Adult Book Award (2007)', 'Teen Buckeye Book Award (2007)', 'Soaring Eagle Book Award (2006)']","['Fantasy', 'Young Adult', 'Fiction']",https://www.goodreads.com/book/show/457264.The_Second_Sex,704,376206,3.99,9883,Eldest,1
582,1991,Francine Rivers,[],"['Christian Fiction', 'Christian', 'Fiction']",https://www.goodreads.com/book/show/11422.Redeeming_Love,479,224106,4.50,12336,Redeeming Love,0
583,2012,C. Toni Graham,[],"['Contemporary', 'Drama', 'Epic']",https://www.goodreads.com/book/show/45978.Eldest,266,5624,4.32,45,Crossroads and the Himalayan Crystals,1
584,2015,Paula Hawkins,"['ITW Thriller Award Nominee for Best Hardcover Novel (2016)', 'Audie Award for Audiobook of the Year (2016)', 'Australian Book Industry Award (ABIA) Nominee for International Book (2016)', 'Goodreads Choice Award for Mystery & Thriller (2015)', 'Waterstones Book of the Year Nominee (2015)', ""Woman & Home Reader's Choice Award for Best Thriller Of The Year (2016)""]","['Fiction', 'Mystery', 'Thriller']",https://www.goodreads.com/book/show/16220184-crossroads-and-the-himalayan-crystals,325,2257524,3.93,112284,The Girl on the Train,0
585,1959,Robert A. Heinlein,['Hugo Award for Best Novel (1960)'],"['Science Fiction', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/22557272-the-girl-on-the-train,208,200078,4.00,5894,Starship Troopers,0
586,1951,Isaac Asimov,[],"['Science Fiction', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/17214.Starship_Troopers,244,429501,4.17,10513,Foundation,1
587,,Trevor Alan Foris,[],"['Fantasy', 'Fiction', 'Novels']",https://www.goodreads.com/book/show/29579.Foundation,520,9410,4.21,171,The Octunnumi Fosbit Files Prologue,0
588,,Richelle Mead,[],"['Young Adult', 'Fantasy', 'Paranormal']",https://www.goodreads.com/book/show/345627.Vampire_Academy,332,573997,4.11,22661,Vampire Academy,1
589,1995,James W. Loewen,"['American Book Award (1996)', 'The Oliver C. Cox Anti-Racism Award']","['History', 'Nonfiction', 'Education']",https://www.goodreads.com/book/show/40034669-the-octunnumi-fosbit-files-prologue,383,60606,3.94,3074,Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,0
590,1920,Edith Wharton,['Pulitzer Prize for Novel (1921)'],"['Classics', 'Fiction', 'Historical']",https://www.goodreads.com/book/show/296662.Lies_My_Teacher_Told_Me,293,144134,3.95,7257,The Age of Innocence,0
591,1914,James Joyce,[],"['Classics', 'Fiction', 'Short Stories']",https://www.goodreads.com/book/show/11012.Dubliners,207,127848,3.85,6199,Dubliners,0
592,2005,Malcolm Gladwell,[],"['Nonfiction', 'Psychology', 'Business']",https://www.goodreads.com/book/show/53835.The_Age_of_Innocence,296,511837,3.94,15747,Blink: The Power of Thinking Without Thinking,0
593,,Mark Z. Danielewski,"['Bram Stoker Award Nominee for Best First Novel (2000)', 'Locus Award Nominee for Best First Novel (2001)', 'New York Public Library Young Lions Fiction Award (2001)', 'Guardian First Book Award Nominee (2000)', 'James Tait Black Memorial Prize Nominee for Fiction (2000)', 'International Horror Guild Award Nominee for Best First Novel (2000)', 'Premio Ignotus Nominee for Mejor novela extranjera (Best Foreign Novel) (2014)']","['Horror', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/24800.House_of_Leaves,710,142868,4.05,11797,House of Leaves,0
594,1977,Toni Morrison,"['Janet Heidinger Kafka Prize (1977)', 'National Book Critics Circle Award for Fiction (1977)']","['Fiction', 'Classics', 'Historical']",https://www.goodreads.com/book/show/40102.Blink,337,90720,4.09,4209,Song of Solomon,0
595,1984,William Gibson,"['Hugo Award for Best Novel (1985)', 'Nebula Award for Best Novel (1984)', 'Locus Award Nominee for Best First Novel and Best SF Novel (1985)', 'British Science Fiction Association Award Nominee for Best Novel (1984)', 'Philip K. Dick Award (1985)', 'John W. Campbell Memorial Award Nominee (1985)', 'Ditmar Award for Best International Long Fiction (1985)', 'SF Chronicle Award for Novel (1985)', 'Tähtivaeltaja Award (1992)', 'Prix Aurora Award Nominee (1985)', 'Seiun Award 星雲賞 for Best Translated Long Story (1987)']","['Science Fiction', 'Fiction', 'Science Fiction']",https://www.goodreads.com/book/show/6088007-neuromancer,292,272590,3.90,10129,Neuromancer,1
596,,C. Toni Graham,[],"['Fiction', 'Novels', 'Young Adult']",https://www.goodreads.com/book/show/11334.Song_of_Solomon,340,7045,4.29,26,Crossroads and the Dominion of Four,1
597,2005,Eckhart Tolle,[],"['Spirituality', 'Nonfiction', 'Self Help']",https://www.goodreads.com/book/show/76334.A_New_Earth,316,167458,4.09,7838,A New Earth: Awakening to Your Life's Purpose,0
598,2015,Michael G. Kramer,[],"['Fiction', 'Adventure', 'Novels']",https://www.goodreads.com/book/show/36954958-crossroads-and-the-dominion-of-four,325,1488,4.32,29,For the Love of Armin,0
599,,Pernell Plath Meier,[],"['Contemporary', 'Fiction', 'Novels']",https://www.goodreads.com/book/show/35642518-for-the-love-of-armin,266,6292,4.29,56,In Our Bones,0
600,1997,Gail Carson Levine,"['Newbery Medal Nominee (1998)', ""Mythopoeic Fantasy Award Nominee for Children's Literature (1999)"", 'Grand Canyon Reader Award for Teen Book (1999)', 'Maryland Black-Eyed Susan Book Award for Grade 6-9 (2000)', ""Dorothy Canfield Fisher Children's Book Award (1999)"", 'Iowa Teen Award (2000)', 'California Young Readers Medal for Middle School/Junior High (2000)', ""Rebecca Caudill Young Readers' Book Award (2000)""]","['Fantasy', 'Young Adult', 'Fiction']",https://www.goodreads.com/book/show/55525261-in-our-bones,232,397690,3.98,10538,Ella Enchanted,1
601,,Neal Shusterman,"['Rhode Island Teen Book Award Nominee (2010)', 'Evergreen Teen Book Award (2010)', 'Sakura Medal for Middle School Book (2009)', 'Florida Teens Read Nominee (2009)', 'Eliot Rosewater Indiana High School Book Award (2010)', 'California Young Readers Medal Nominee for Young Adult (2011)', 'Gouden Lijst Nominee (2013)', 'Green Mountain Book Award (2010)', 'Missouri Gateway Readers Award Nominee (2010)', 'Oklahoma Sequoyah Award for Intermediate (2010)']","['Young Adult', 'Science Fiction', 'Dystopia']",https://www.goodreads.com/book/show/24337.Ella_Enchanted,337,202190,4.16,19136,Unwind,1
602,1993,Susanna Kaysen,[],"['Nonfiction', 'Autobiography', 'Memoir']",https://www.goodreads.com/book/show/764347.Unwind,169,187615,3.90,4864,"Girl, Interrupted",0
603,2009,Abraham   Verghese,"['PEN/Hemingway Foundation Award Nominee (2010)', 'Exclusive Books Boeke Prize Nominee (2011)', 'Indies Choice Book Award for Adult Fiction (2010)', 'Dayton Literary Peace Prize Nominee for Fiction (2010)', 'Wellcome Book Prize Nominee for Shortlist (2009)', 'Goodreads Choice Award Nominee for Fiction (2009)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/3591262-cutting-for-stone,541,345360,4.29,25912,Cutting for Stone,0
604,,Mark M. Bello,[],"['Contemporary', 'Fiction', 'Drama']",https://www.goodreads.com/book/show/68783.Girl_Interrupted,496,6867,4.31,59,Betrayal of Faith,1
605,1995,Barack Obama,"['British Book Award for The Best Biography (2009)', 'Grammy Award for Best Spoken Word Album (2006)']","['Nonfiction', 'Biography', 'Autobiography']",https://www.goodreads.com/book/show/35879147-betrayal-of-faith,453,204919,3.90,7951,Dreams from My Father: A Story of Race and Inheritance,0
606,,Rick Riordan,['Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2009)'],"['Fantasy', 'Young Adult', 'Fantasy']",https://www.goodreads.com/book/show/88061.Dreams_from_My_Father,320,739377,4.34,22821,The Titan's Curse,1
607,2002,Neil Gaiman,"['Bram Stoker Award for Best Work for Young Readers (2002)', 'Hugo Award for Best Novella (2003)', 'Nebula Award for Best Novella (2003)', 'Locus Award for Best Young Adult Novel (2003)', 'World Fantasy Award Nominee for Best Novella (2003)', ""Mythopoeic Fantasy Award Nominee for Children's Literature (2003)"", ""Dorothy Canfield Fisher Children's Book Award Nominee (2004)"", 'Child Magazine Best Book of the Year', 'Will Eisner Comic Industry Awards for Best Publication for Teens/Tweens (2009)', 'Elizabeth Burr / Worzalla Award (2003)', 'Premi Protagonista Jove Nominee for Categoria 13-14 anys (2004)']","['Fantasy', 'Horror', 'Fiction']",https://www.goodreads.com/book/show/17061.Coraline,162,517782,4.05,22695,Coraline,0
608,1998,Michael Cunningham,"['Pulitzer Prize for Fiction (1999)', 'Stonewall Book Award for Literature (1999)', 'PEN/Faulkner Award for Fiction (1999)', 'Ferro-Grumley Award for Gay Fiction (1999)', 'National Book Critics Circle Award Nominee for Fiction (1998)', 'Premio Grinzane Cavour for Narrativa Straniera (2000)', 'International Dublin Literary Award Nominee for Shortlist (2000)']","['Fiction', 'Historical', 'Historical Fiction']",https://www.goodreads.com/book/show/561456.The_Titan_s_Curse,230,127434,3.94,5243,The Hours,0
609,1989,Dan Simmons,"['Hugo Award for Best Novel (1990)', 'Locus Award for Best Science Fiction Novel (1990)', 'Arthur C. Clarke Award Nominee (1992)', 'British Science Fiction Association Award Nominee for Best Novel (1992)', 'Premio Ignotus for Novela (1991)', 'SF Chronicle Award Nominee for Best Novel (1990)', 'Tähtivaeltaja Award (1998)', 'Chesley Award Nominee for Hardback cover (2013)', 'Prix Cosmos 2000 (1992)', 'Seiun Award 星雲賞 for Best Foreign Novel (1995)']","['Science Fiction', 'Fiction', 'Fantasy']",https://www.goodreads.com/book/show/11899.The_Hours,482,198903,4.23,8723,Hyperion,1
610,1962,John Steinbeck,['Long Island Reads (2005)'],"['Nonfiction', 'Travel', 'Classics']",https://www.goodreads.com/book/show/77566.Hyperion,214,76722,4.05,5491,Travels with Charley: In Search of America,0
611,2011,Walter Isaacson,"['Financial Times and McKinsey Business Book of the Year Nominee for Shortlist (2012)', 'Goodreads Choice Award for History & Biography (2011)', 'Premio Know Square (2011)']","['Biography', 'Nonfiction', 'Business']",https://www.goodreads.com/book/show/5306.Travels_with_Charley,627,1015336,4.14,19001,Steve Jobs,0
612,2003,Alan Brennert,['One Book One San Diego (2012)'],"['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/11084145-steve-jobs,405,113148,4.16,10124,Moloka'i,1
613,1963,Madeleine L'Engle,[],"['Fantasy', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/3273.Moloka_i,710,6740,4.36,296,The Time Trilogy,1
614,1999,Laura Hillenbrand,"['Book Sense Book of the Year Award for Adult Nonfiction (2002)', 'William Hill Sports Book of the Year (2001)', 'Puddly Award for Nonfiction (2004)', 'National Book Critics Circle Award Nominee for General Nonfiction (2001)']","['Nonfiction', 'History', 'Biography']",https://www.goodreads.com/book/show/11841.The_Time_Trilogy,457,152276,4.20,4483,Seabiscuit: An American Legend,0
615,,Neil Gaiman,"['Nebula Award Nominee for Best Novel (2013)', 'Locus Award for Best Fantasy Novel (2014)', 'World Fantasy Award Nominee for Best Novel (2014)', 'Mythopoeic Fantasy Award Nominee for Adult Literature (2014)', 'Specsavers National Book Award for Book of the Year (2013)', 'Goodreads Choice Award for Fantasy (2013 and Nominee for Best of the Best  (2018)']","['Fantasy', 'Fiction', 'Magical Realism']",https://www.goodreads.com/book/show/15783514-the-ocean-at-the-end-of-the-lane,181,505559,4.00,49448,The Ocean at the End of the Lane,0
616,2012,Tina Traverse,[],"['Paranormal', 'Vampires', 'Suspense']",https://www.goodreads.com/book/show/110737.Seabiscuit,312,62,3.81,8,Destiny of the Vampire,0
617,2019,J.K. Franko,[],"['Fiction', 'Contemporary', 'Epic']",https://www.goodreads.com/book/show/43565225-eye-for-eye,432,6865,4.29,155,Eye for Eye,1
618,1996,Eve Ensler,[],"['Feminism', 'Nonfiction', 'Plays']",https://www.goodreads.com/book/show/15997064-destiny-of-the-vampire,185,30343,3.88,2195,The Vagina Monologues,0
619,,Jodi Picoult,"['Iowa High School Book Award (2010)', 'Lincoln Award Nominee (2010)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']","['Fiction', 'Contemporary', 'Womens Fiction']",https://www.goodreads.com/book/show/104734.The_Vagina_Monologues,440,309918,4.13,16211,Nineteen Minutes,0
620,1961,Richard Yates,['National Book Award Finalist for Fiction (1962)'],"['Fiction', 'Classics', 'Historical']",https://www.goodreads.com/book/show/14866.Nineteen_Minutes,355,82178,3.90,6834,Revolutionary Road,0
621,,Rick Riordan,[],"['Fantasy', 'Young Adult', 'Fantasy']",https://www.goodreads.com/book/show/48328.Revolutionary_Road,279,805893,4.24,29101,The Sea of Monsters,1
622,,Tyler Edwards,[],"['Young Adult', 'Science Fiction', 'Dystopia']",https://www.goodreads.com/book/show/28186.The_Sea_of_Monsters,452,126,4.75,38,The Outlands,0
623,1934,Robert Graves,"['James Tait Black Memorial Prize for Fiction (1934)', 'Hawthornden Prize (1935)', 'Audie Award for Audio Drama (2012)']","['Historical', 'Historical Fiction', 'Fiction']",https://www.goodreads.com/book/show/56305116-the-outlands,468,59858,4.21,2696,"I, Claudius",1
624,1970,Erich Segal,[],"['Romance', 'Fiction', 'Classics']",https://www.goodreads.com/book/show/18765.I_Claudius,224,54014,3.63,2920,Love Story,1
625,1886,Leo Tolstoy,[],"['Classics', 'Fiction', 'Cultural']",https://www.goodreads.com/book/show/73968.Love_Story,86,103096,4.09,6095,The Death of Ivan Ilych,0
